additional_id,comments,non_compliance,source,source_type,entry_date,alternative_source,link,log_type,targeted_pop_group
3669,International flights to and from Penang International Airport (PIA) have halted from 5 April.,Not applicable,Intl SOS,Other organisations,2020-04-09,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
3670,"Sabah to give one-off RM300 aid to agriculture, food industry workers",Not applicable,The Star,Media,2020-04-09,,https://www.thestar.com.my/news/nation/2020/04/05/sabah-to-give-one-off-rm300-aid-to-agriculture-food-industry-workers,Introduction / extension of measures,Yes
3671,All Malaysians (inc non-citizens) who return to the country from April 3 will be immediately quarantined for 14 days. This applies those entering the country through all entry points. People will immediately sent to government quarantine centres as soon as they arrive..,Not available,The Star,Media,2020-04-02,https://www.thestar.com.my/news/nation/2020/04/02/health-ministry-to-decide-if-mco-will-be-extended-says-ismail-sabri?utm_source=outbreak.my,https://www.thestar.com.my/news/nation/2020/03/31/ismail-sabri-straight-to-quarantine-centre-for-any-malaysians-returning-home-no-exceptions?utm_source=outbreak.my,Introduction / extension of measures,Yes
3672,"From 3 April, there is a 14-day mandatory quarantine for passengers, including Malaysians, foreigners holding long-term pass, diplomats and other diplomatic and consular staff, arriving into the country.",Not available,Intl SOS,Other organisations,2020-04-09,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
3673,"Disinfection exercises have been standardised by the Health Ministry, says Ismail Sabri",Not applicable,The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/04/02/disinfection-exercises-have-been-standardised-by-the-health-ministry-says-ismail-sabri,Introduction / extension of measures,Yes
3674,"Ismail Sabri: Eateries, supermarkets, petrol stations and food delivery services to only operate from 8am to 8pm from April 1",Not available,The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/03/30/ismail-sabri-eateries-supermarkets-to-only-operate-from-8am-to-8pm-from-april-1?utm_source=outbreak.my,Introduction / extension of measures,Yes
3675,second phase of the MCO in effect 1-14 April ,Arrest/Detention,The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/03/30/ismail-sabri-eateries-supermarkets-to-only-operate-from-8am-to-8pm-from-april-1?utm_source=outbreak.my,Introduction / extension of measures,No
3676,The Human Resources Ministry has listed some 'dos and donts' for employers and employees following the extension of the movement control order (MCO) between April 1 to 14.,Not applicable,The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/04/01/ministry-lists-employment-039dos-and-don039ts039-during-mco?utm_source=outbreak.my,Introduction / extension of measures,Yes
3677,"KL condo put under enhanced movement control order Mar 31- Apr 13. The enhanced MCO will affect 3,200 residents in the 502 condominium units and business premises in the tower.",Arrest/Detention,The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/03/30/kl-condo-put-under-enhanced-movement-control-order?utm_source=outbreak.my,Introduction / extension of measures,Yes
3678,"Seven Hulu Langat villages under enhanced MCO as 71 tahfiz residents test positive. ""The eMCO will involve 3,918 residents comprising 700 houses. This includes seven villages – two orang asli villages and five Malay villages. ""This order is in effect from midnight today until April 13,"" he said in a statement on Sunday (March 29).",Arrest/Detention,The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/03/29/parts-of-hulu-langat-under-enhanced-mco-from-midnight-until-april-13?utm_source=outbreak.my,Introduction / extension of measures,Yes
3679,"Annual Ramadan bazaars have been cancelled in Selangor, Negri Sembilan, Melaka and Terengganu have cancelled in light of the Covid-19 pandemic.",Not applicable,The Star,Media,2020-04-02,https://www.thestar.com.my/news/nation/2020/04/02/disinfection-exercises-have-been-standardised-by-the-health-ministry-says-ismail-sabri,https://www.thestar.com.my/news/nation/2020/03/27/melaka-cancels-all-ramadan-bazaars-due-to-covid-19?utm_source=outbreak.my,Introduction / extension of measures,Yes
3680,"Temperature screening at KL roadblocks, those with fever may be detained by army and police manning roadblocks for further testing. ",Other (add in comments),The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/03/28/temperature-screening-at-kl-roadblocks-those-with-fever-to-be-detained-for-further-testing?utm_source=outbreak.my,Introduction / extension of measures,No
3681,"Enhanced MCO: Residents of two areas will not be able to leave their homes for 2weeks when the govt implements an enhanced movement control (MCO) order from 12.01am Friday (March 27). The enhanced order involves 3,570 locals from 650 families and will take effect from March 27 to April 9.",Not available,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/nation/2020/03/26/stay-home-enhanced-mco-enforced-in-two-kluang-locations-for-two-weeks,Introduction / extension of measures,Yes
3682,"""This will enable the tracking operation of cases from house to house for 14 days, ” in Kluang. A medical base would be opened there while all roads to the areas would be closed.",Not available,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/nation/2020/03/26/stay-home-enhanced-mco-enforced-in-two-kluang-locations-for-two-weeks,Introduction / extension of measures,Yes
3683,Muhyiddin unveils RM250bil economic stimulus package known as package prihatin or caring package that will benefit all Malaysians.,Not applicable,The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/03/27/muhyiddin-unveils-rm250bil-economic-stimulus-package?utm_source=outbreak.my,Introduction / extension of measures,No
3684,"Govt announced as part of the caring package, free Internet from April onwards until the end of MCO",Not applicable,The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/03/27/muhyiddin-unveils-rm250bil-economic-stimulus-package?utm_source=outbreak.my,Introduction / extension of measures,No
3685,Exemption of rental payment for PPR and public housing for six months.,Not applicable,The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/03/27/muhyiddin-unveils-rm250bil-economic-stimulus-package?utm_source=outbreak.my,Introduction / extension of measures,Yes
3686,"Govt will pay the salaries borne by contractors involved in the service sector, such as cleaning services and supply of cooked food in government agencies.",Not applicable,The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/03/27/muhyiddin-unveils-rm250bil-economic-stimulus-package?utm_source=outbreak.my,Introduction / extension of measures,Yes
3687,"Federal government premises such as school canteens, nurseries, cafeteria and convenience stores exempted from rent for six months.",Not applicable,The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/03/27/muhyiddin-unveils-rm250bil-economic-stimulus-package?utm_source=outbreak.my,Introduction / extension of measures,Yes
3688,Insurance and takaful companies will set a RM8mil fund to bear Covid-190 screening test costs of up to RM300 each for policyholders,Not applicable,The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/03/27/muhyiddin-unveils-rm250bil-economic-stimulus-package?utm_source=outbreak.my,Introduction / extension of measures,Yes
3689,Recovered Covid-19 patients risk getting re-infected if they defy ministry's advice,Not applicable,The Star,Media,2020-04-02,,https://www.thestar.com.my/news/nation/2020/03/27/covid-19-recovered-patients-risk-getting-re-infected-if-defy-ministry039s-advice?utm_source=outbreak.my,Introduction / extension of measures,Yes
3690,The Transport Ministry has created a special website to provide the latest information on the agencies that come under its jurisdiction.,Not applicable,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/2020/03/26/transport-ministry-creates-special-website-to-provide-up-to-date-info,Introduction / extension of measures,No
3691,"On Wednesday (March 25), Prime Minister Tan Sri Muhyiddin Yassin announced that the MCO would be extended by two weeks until April 14 . The first phase of the 14-day MCO is in force from March 18 to 31.",Arrest/Detention,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/nation/2020/03/25/mco-extended-to-april-14?utm_source=outbreak.my,Introduction / extension of measures,No
3692,A jobless man was sentenced to 9 months' jail for slapping a guard at a supermarket which was closed during the movement control order (MCO) period on March 25.,Legal action,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/nation/2020/03/26/man-who-slapped-supermarket-security-guard-during-mco-gets-nine-months039-jail,Introduction / extension of measures,No
3693,"The US has lifted a ban on a Malaysian medical glove maker it had accused of using forced labour, a government statement showed, amid a surge in demand for personal protective equipment to fight the coronavirus crisis.",Not applicable,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/regional/2020/03/25/us-lifts-ban-on-malaysian-glove-maker-amid-shortage?utm_source=outbreak.my,Introduction / extension of measures,No
3694,"All markets, supermarkets, coffee shops and restaurants in Sarawak can only open from 7am to 7pm starting Tuesday (March 24), says the state disaster management committee. Supermarkets, hypermarkets, markets, pharmacies and private clinics were now required to practise social distancing in their premises. ""The police will check the implementation randomly,""",Not available,The Star,Media,2020-03-22,,https://www.thestar.com.my/news/nation/2020/03/22/covid-19-sarawak-limits-all-business-operation-hours-from-7am-7pm,Introduction / extension of measures,Yes
3695,business owners are advised to do temperature checks on their customers and provide hand sanitisers.,Not available,The Star,Media,2020-03-22,,https://www.thestar.com.my/news/nation/2020/03/22/covid-19-sarawak-limits-all-business-operation-hours-from-7am-7pm,Introduction / extension of measures,Yes
3696,"A total of 1,566 vehicles were ordered to turn back at roadblocks set up at entry points into Pahang to enforce the movement control order (MCO) on Tuesday. Pahang police chief said police and the army had set up 24-hour roadblocks at 94 locations in all 11 Pahang districts. ""It involved 803 police and army personnel. Up to 6,582 vehicles were inspected and 1,566 told to turn back. ",Not available,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/nation/2020/03/25/police-over-1500-vehicles-stopped-from-entering-pahang-at-mco-roadblocks?utm_source=outbreak.my,Introduction / extension of measures,Yes
3697,"Authorities also conducted 10-minute snapchecks at an additional 122 locations involving some 664 personnel. ""Unfortunately, there are still people who are really stubborn. We had to take them back to the police stations to record their statements and then release them on bail.",Arrest/Detention,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/nation/2020/03/25/police-over-1500-vehicles-stopped-from-entering-pahang-at-mco-roadblocks?utm_source=outbreak.my,Introduction / extension of measures,No
3698,Sarawakians must remain indoors from 7pm to 7am until March 31 (updated),Arrest/Detention,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/nation/2020/03/24/sarawak-begins-curfew-from-7pm-to-7am-daily-in-bid-to-curb-covid-19?utm_source=outbreak.my,Introduction / extension of measures,Yes
3699,"The Sarawak Disaster Management Committee has opened a new respiratory clinic to treat non-Covid-19 cases and ease congestion in government hospitals. He said it was different from the Covid-19 screening facility at the Youth and Sports Complex. ""We want to separate the cases and prevent the virus from spreading,""",Not available,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/nation/2020/03/24/s039wak-sets-up-clinic-in-kuching-to-treat-non-covid-19-respiratory-cases?utm_source=outbreak.my,Introduction / extension of measures,Yes
3700,"The public can now donate to the Health Ministry in the battle against Covid-19, which has caused disruptions worldwide. The Ministry has appealed to the public to donate to the fund, which will be used for the purchase of medical equipment, medicines, reagents, disposable items, and other medical necessities. Donations can be channelled to the Ministry’s specially created medical contribution account at 2-66016-0002347-5 (RHB).",Not applicable,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/nation/2020/03/23/covid-19-public-can-now-contribute-to-health-ministry?utm_source=outbreak.my,Introduction / extension of measures,No
3701, The Prime Minister has announced Malaysians below the age of 55 will be allowed to withdraw RM500 per month from their Employees Provident Fund (EPF) saving for 12 months to ease their financial burdens caused by Covid-19.,Not applicable,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/nation/2020/03/23/covid-19-epf-withdrawals-allowed-for-those-below-55-rm630mil-more-in-allocations?utm_source=outbreak.my,Introduction / extension of measures,Yes
3702,Malaysia PM announced RM630mil more in allocations to help combat the disease – RM500mil to the Health Ministry and RM130mil to state governments.,Not applicable,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/nation/2020/03/23/covid-19-epf-withdrawals-allowed-for-those-below-55-rm630mil-more-in-allocations?utm_source=outbreak.my,Introduction / extension of measures,Yes
3703,"Bank Negara Malaysia to help affected businesses and individuals, United Overseas Bank (Malaysia) Bhd (UOB Malaysia) are providing relief measures such as flexible repayments to its customers in Malaysia affected by the outbreak of Covid-19.",Not applicable,The Star,Media,2020-03-22,,https://www.thestar.com.my/news/nation/2020/03/22/covid-19-sarawak-limits-all-business-operation-hours-from-7am-7pm,Introduction / extension of measures,Yes
3704,Police and the Armed Forces will help patrol supermarkets and markets to ensure the public adheres to the social distancing rules during the movement control order (MCO) period,Arrest/Detention,The Star,Media,2020-03-22,,https://www.thestar.com.my/news/nation/2020/03/22/covid-19-sarawak-limits-all-business-operation-hours-from-7am-7pm,Introduction / extension of measures,Yes
3705,"District police have reminded the public that only they, the Malaysian Volunteer Corps (Rela) and the Armed Forces are allowed to enforce the movement control order (MCO). OCPD Asst Comm Arifai Tarawe said this on Sunday (March 22) in response to a video online that purported to show voluntary patrols enforcing the order.",Not applicable,The Star,Media,2020-03-22,,https://www.thestar.com.my/news/nation/2020/03/22/covid-19-sarawak-limits-all-business-operation-hours-from-7am-7pm,Introduction / extension of measures,No
3706,"Three tabligh members, including one suspected of having attended the recent rally at the Seri Petaling Mosque, were arrested while trying to flee from a roadblock on Jalan Sultan Azlan Shah near here on Friday (March 20). Shortly after they were detained at about 6.30pm, police escorted the trio, aged between 27 and 56 years, to the Bayan Baru Health Clinic to undergo COVID-19 screening.",Arrest/Detention,The Star,Media,2020-03-21,,https://www.thestar.com.my/news/nation/2020/03/21/three-tabligh-members-arrested-including-seri-petaling-mosque-attendee?utm_source=outbreak.my,Introduction / extension of measures,Yes
3707,"A total of 8,600 police personnel have been deployed nationwide to ensure that people abide by the MCO. The personnel on duty were assigned to perform checks and set up roadblocks while reminding the people to adhere to the rules and regulations stipulated in the MCO, which was introduced following the Covid-19 outbreak.",Arrest/Detention,The Star,Media,2020-03-21,,https://www.thestar.com.my/news/nation/2020/03/19/igp-8600-cops-deployed-nationwide-to-ensure-people-abide-by-mco?utm_source=outbreak.my,Introduction / extension of measures,No
3708,"Movement Control Order (MCO) in place from March 18-31 in place under the Prevention and Control of Infectious Diseases Act 1988 and the Police Act 1967. Government and private offices apart from those providing essential services are closed. All shops other than businesses dealing with daily essentials – such as food and pharmaceutical stores are closed. The Chief Minister of Sarawak has announced that people will only be allowed to leave their homes in order to buy daily necessities, essential goods and services.",Up to detention,Malaysia Govt,Government,2020-03-22,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,https://www.malaysia.gov.my/portal/index,Introduction / extension of measures,No
3709,"The restrictions under the ‘Movement Control Order’, which is in effect till at least 31 March, ban all foreigners from entering the country.",Refusal to enter the country,International SOS,Other organisations,2020-03-22,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
3710,"For foreign long-term pass holders, only those working in the country’s essential services sector will be allowed entry - they must obtain a letter of confirmation from their employers and liaise with the Malaysian Immigration Department.",Refusal to enter the country,International SOS,Other organisations,2020-03-22,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
3711,Malaysian citizens and permanent residents holding work permits from third countries who wish to return to their place of work will be allowed to do so but will not be able to re-enter before 31 March. Supporting documents need to be provided at the point of departure.,Refusal to enter the country,International SOS,Other organisations,2020-03-22,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
3712,Malaysians and foreign travellers (who are currently in Malaysia) are not allowed to fly from Peninsula Malaysia to East Malaysia and vice versa.,Other (add in comments),International SOS,Other organisations,2020-03-22,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
3713,"Holders of Expatriate Pass, Student Pass, Dependent Pass, Temporary Work Pass and MM2H Pass are not allowed to enter Malaysia during the MCO period.",Refusal to enter the country,International SOS,Other organisations,2020-03-22,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
3714,Malaysian citizens and long-term pass holders returning to Malaysia will be subject to a health inspection and 14-day quarantine.,Not available,International SOS,Other organisations,2020-03-22,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
3715,"From 18 - 31 March 2020, Sarawakians entering the state are subject to the 14-day Stay Home Notice, issued by the State Department of Health and they are not allowed to travel out of Sarawak throughout the 14-day MCO period.",Arrest/Detention,International SOS,Other organisations,2020-03-22,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
3716,"Non-Sarawakian from Peninsular Malaysia, Sabah or foreign citizens are not allowed to enter Sarawak from 18 - 31 March 2020, unless they are employed in the essential services sector - they can enter but are subject to the 14 days self isolation rule",Arrest/Detention,International SOS,Other organisations,2020-03-22,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
3717,"From 18 -31 March 2020, all Sabahans including their spouses and children who hold long-term social visit passes can return to the State, subject to a recommended 14-day self-quarantine.
",Not available,International SOS,Other organisations,2020-03-22,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
3718,"Sabahan IC holders (with “H” or 12, 47, 48, 49” birth place indicator) are not allowed to fly to Peninsular Malaysia, unless their presence is strictly required for an essential service.Immigration Sabah will verify the importance of the Sabahan to be in Peninsular Malaysia for work.",Refusal to enter the country,International SOS,Other organisations,2020-03-22,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
3719,"Under MCO, all Kindergartens, schools and universities are closed.",Not applicable,International SOS,Other organisations,2020-03-22,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,Yes
3720,The issuance of special permits allowing interstate travel has been momentarily suspended.,Not available,International SOS,Other organisations,2020-03-22,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,Introduction / extension of measures,No
3721,"Beginning Wednesday, the border between Malaysia and Singapore has been locked down, except for lorries and people with special permission.",Not available,The Star,Media,2020-03-22,,https://www.thestar.com.my/news/nation/2020/03/18/johor-govt-hopes-to-reopen-border-with-s039pore?utm_source=outbreak.my,Introduction / extension of measures,Yes
3722,Army to assist cops in enforcing MCO from Sunday (March 22),Arrest/Detention,The Star,Media,2020-03-21,,https://www.thestar.com.my/news/nation/2020/03/20/army-to-assist-cops-enforce-mco-on-sunday-march-22?utm_source=outbreak.my,Introduction / extension of measures,No
3723,Malaysians working in neighbouring countries of Singapore and Thailand will not be allowed to commute to work beginning Wednesday (March 18),Refusal to enter the country,The Star,Media,2020-03-21,,https://www.thestar.com.my/news/nation/2020/03/17/those-working-in-singapore-thailand-will-have-to-stay-home-during-movement-control-order-says-immigration-dg?utm_source=outbreak.my,Introduction / extension of measures,Yes
3724,"Workers who are issued a quarantine order for Covid-19 cannot be forced to take their annual leave, says the Human Resources Ministry. “Workers who were given a quarantine or observation or home surveillance order cannot be forced to use their annual leave for the quarantine period, as the annual leave is part of the workers' rights. “Employers can order any of their workers who are unwell to not attend work and to grant them paid leave. “Employers also cannot bar their workers from coming to the workplace without a quarantine order issued by any registered medical practitioner, ” the Ministry said in a statement on Tuesday (March 17). Employers who do not provide paid sick leave for their workers for the quarantine would be committing an offence under Section 60F of the Employment Act, it added.",Legal action,The Star,Media,2020-03-21,,https://www.thestar.com.my/news/nation/2020/03/17/workers-under-quarantine-can039t-be-forced-to-take-annual-leave-says-human-resources-ministry?ut,Introduction / extension of measures,Yes
3725,All religious activities in mosques and surau will be suspended in line with the Special Muzakarah Council's decision on Sunday (March 15). He said that this includes Friday prayers.,Not available,The Star,Media,2020-03-22,,https://www.thestar.com.my/news/nation/2020/03/16/malaysia-announces-restricted-movement-measure-after-spike-in-covid-19-cases?utm_source=outbreak.my,Introduction / extension of measures,No
3726,"Malaysians who have returned from overseas have to go for a health check-up and undergo self-quarantine for 14 days,",Not available,The Star,Media,2020-03-22,,https://www.thestar.com.my/news/nation/2020/03/16/malaysia-announces-restricted-movement-measure-after-spike-in-covid-19-cases?utm_source=outbreak.my,Introduction / extension of measures,Yes
3727,"Those travelling into Singapore from Malaysia via sea or land will be exempted from the new border restrictions on Asean countries, due to the close proximity and high inter-dependency between the two neighbours. 300,000 people move across the land crossings at the Woodlands and Tuas checkpoints alone on a daily basis.",Not applicable,The Star,Media,2020-03-22,,https://www.thestar.com.my/news/regional/2020/03/15/covid-19-travellers-from-malaysia-via-sea-land-exempted-from-new-singapore-border-restrictions?utm_source=outbreak.my,Introduction / extension of measures,Yes
3728,People travelling from a number of countries either complete ban or 14 days quarantine (if permanent residents of Malaysia),Not applicable,International SOS,Other organisations,2020-03-15,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,Introduction / extension of measures,Yes
3729,"All 14,500 Malaysian attendees of the 'tabligh' (religious) gathering at Seri Petaling Mosque held from Feb 27 to March 1 have been advised to come forward for testing after confirmed covid-19 cases ",Not available,The Star,Media,2020-03-21,,https://www.thestar.com.my/news/nation/2020/03/13/covid-19-14500-malaysians-attended-sri-petaling-mosque-programme-not-5000?utm_source=outbreak.my,Introduction / extension of measures,Yes
3730," Denmark joins China, South Korea, Japan, Iran and Italy on Malaysia’s Covid-19 entry ban list.",Refusal to enter the country,Malay Mail,Media,2020-03-22,,https://www.malaymail.com/news/malaysia/2020/03/12/covid-19-malaysia-adds-denmark-to-entry-ban-list/1845916?utm_source=outbreak.my,Introduction / extension of measures,Yes
3731,any public gathering involving more than 500 people should be postponed,Not available,The Star,Media,2020-03-22,,https://www.thestar.com.my/news/nation/2020/03/12/covid-19-sarawakians-who-attended-sri-petaling-mosque-gathering-urged-to-go-for-screening?utm_source=outbreak.my,Introduction / extension of measures,No
3732,,Refusal to enter the country,PortugalNews,Media,2020-03-15,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,Introduction / extension of measures,No
3733,,Not applicable,International SOS,Other organisations,2020-03-15,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,Introduction / extension of measures,No
3734,No cruse ships allowed in ports.,Not applicable,International SOS,Other organisations,2020-03-15,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,Introduction / extension of measures,No
3735,Malaysia bans cruise ships indefinitely,Not applicable,The Star,Media,2020-03-22,,https://www.thestar.com.my/news/nation/2020/03/08/malaysia-bans-cruise-ships?utm_source=outbreak.my,Introduction / extension of measures,Yes
3736,"On Feb 20, former prime minister Tun Dr Mahathir Mohamad announced a RM20bil stimulus package in light of the economic impact of Covid-19 coronavirus.",Not applicable,The Star,Media,2020-03-26,,https://www.thestar.com.my/news/nation/2020/03/26/stimulus-package-must-help-both-employers-and-employees-says-lee-lam-thye,Introduction / extension of measures,No
3737,Extension of period of complete restriction of movement and the stopping of public transport in the Greater Male Region for another 24 hours,Not available,Director General of Public Health,Government,2020-04-18,,https://covid19.health.gov.mv/wp-content/uploads/2020/04/Notice-number-35-ENG.pdf,Introduction / extension of measures,No
3738,Individuals must stay at home and are prohibited from the use of vehicles for 24 hours until further notice. Public transport in the area is temporarily halted for the next 24hours and until further notice.,Not available,Director General of Public Health,Government,2020-04-20,,https://covid19.health.gov.mv/wp-content/uploads/2020/04/Notice-number-34-ENG.pdf,Introduction / extension of measures,No
3739,Travel to and from this area is temporarily prohibited for the next 24 hours until further notice.,Not available,Director General of Public Health,Government,2020-04-20,,https://covid19.health.gov.mv/wp-content/uploads/2020/04/Notice-number-34-ENG.pdf,Introduction / extension of measures,No
3740,Travel to and from this area is temporarily prohibited for the next 24 hours until further notice.,Not available,Director General of Public Health,Government,2020-04-20,,https://covid19.health.gov.mv/wp-content/uploads/2020/04/Notice-number-34-ENG.pdf,Introduction / extension of measures,Yes
3741,"Government has decided to extend the closure of all government offices, schools, colleges and universities for another week as a precautionary measure against the COVID-19 pandemic.",Not applicable,The President's Office,Government,2020-04-12,,https://presidency.gov.mv/Press/Article/23290,Introduction / extension of measures,No
3742,Between 17:00 and 20:00 all must stay at home and there are restrictions on all road traffic (including pedestrians). There is suspesion of all public transport during these hours. Exceptions for key workers.,,Ministry of Health ,Government,2020-04-12,,https://covid19.health.gov.mv/wp-content/uploads/2020/04/Notice-number-28-Eng.pdf,Introduction / extension of measures,No
3743,Gatherings of more than 3 people in public is prohibited. Exceptions for key workers.,,Ministry of Health ,Government,2020-04-12,,https://covid19.health.gov.mv/wp-content/uploads/2020/04/Notice-number-28-Eng.pdf,Introduction / extension of measures,No
3744,Take away services restricted from working between hours of 12am and 6am.,Not available,Ministry of Health ,Government,2020-04-12,,https://covid19.health.gov.mv/wp-content/uploads/2020/04/notice-number-29-eng.pdf,Introduction / extension of measures,No
3745,All shops to be closed between 11pm and 5am; all construction to be halted between 5pm and 6am,,Ministry of Health ,Government,2020-04-12,,https://covid19.health.gov.mv/wp-content/uploads/2020/04/notice-number-29-eng.pdf,Introduction / extension of measures,No
3746,All shops to be closed between 11pm and 5am; all construction to be halted between 5pm and 6am.,,Ministry of Health ,Government,2020-04-12,,https://covid19.health.gov.mv/wp-content/uploads/2020/04/notice-number-29-eng.pdf,Introduction / extension of measures,No
3747,"The Maldives extends its closure of government offices, schools, colleges and universities for one more week. ",,The President's Office,Government,2020-04-01,,https://presidency.gov.mv/Press/Article/23272,Introduction / extension of measures,No
3748,The Maldives will temporarily halt providing on-arrival visas from 27th March 2020 onwards.,,The President's Office,Government,2020-03-28,,https://presidency.gov.mv/Press/Article/23258,Introduction / extension of measures,No
3749,"The Maldives gvmt will inject a stimulus package worth 2.5 billion Maldivian Rufiyaa into the Maldivian economy; modify the Bank of Maldives (BML) loan repayment structure, citing a moratorium of 6 months on all loan repayments and extension of repayments terms amongst several other waivers; and provide financial assistance to businesses through loan schemes from SDFC and BML.",,The President's Office,Government,2020-03-28,,https://presidency.gov.mv/Press/Article/23258,Introduction / extension of measures,No
3750,"State Trading Organisation (STO) is stockpiling essential food items, including 10-months’ worth of rice and sugar, and 5-months’ worth of flour by mid-April. ",,The President's Office,Government,2020-03-28,,https://presidency.gov.mv/Press/Article/23258,Introduction / extension of measures,No
3751,Rooms from luxury tourist hotels to be used as quarantine facilities,Not applicable,Avas,Media,2020-03-24,,https://avas.mv/en/80102,Introduction / extension of measures,No
3752,"All passengers and crew with travel history to the following countries or regions within the last 14 days will not be allowed to enter or transit through the Maldives: China, Iran, South Korea, Italy, Bangladesh, Spain,  France, Germany, Malaysia, UK, Sri Lanka.",Not applicable,Ministry of Foreign Affairs,Government,2020-03-24,,https://www.foreign.gov.mv/index.php/en/covid-19,Introduction / extension of measures,Yes
3753," The state will reduce the salaries of all political appointees, including and Senior Heads of SOEs, by 20%.",,The President's Office,Government,2020-03-28,,https://presidency.gov.mv/Press/Article/23247,Introduction / extension of measures,Yes
3754,All guest houses and city hotels are required to suspend all tourist check ins. Tourists already checked in are allowed to remain for the duration of theur booking. ,Not available,Director General of Public Health,Government,2020-03-24,,https://www.foreign.gov.mv/images/COVID-19/HPA/Temporary%20Supension%20of%20Tourist%20Check-ins%2011%202020.jfif,Introduction / extension of measures,Yes
3755,Public health emergency,,Ministry of Foreign Affairs - UK,Government,2020-03-16,,https://www.gov.uk/foreign-travel-advice/maldives,Introduction / extension of measures,No
3756,Cruises not alloved to dock in ports,,Ministry of Foreign Affairs - UK,Government,2020-03-16,,https://www.gov.uk/foreign-travel-advice/maldives,Introduction / extension of measures,No
3757,,,Ministry of Foreign Affairs - UK,Government,2020-03-16,,https://www.gov.uk/foreign-travel-advice/maldives,Introduction / extension of measures,No
3758,Internal from resorts and inhabited islands,,Ministry of Foreign Affairs - UK,Government,2020-03-16,,https://www.gov.uk/foreign-travel-advice/maldives,Introduction / extension of measures,No
